6110,429,-7544
6196,346,-7524
6298,285,-7554
6369,234,-7539
6461,161,-7517
6525,125,-7511
6583,60,-7500
6650,-34,-7506
6706,-122,-7518
6759,-224,-7536
6840,-319,-7504
6918,-417,-7483
6956,-484,-7466
7021,-572,-7456
7038,-627,-7477
7063,-651,-7511
7100,-694,-7515
7096,-696,-7523
7110,-711,-7504
7095,-707,-7509
7089,-711,-7501
7100,-743,-7510
7136,-775,-7506
7181,-839,-7481
7216,-895,-7486
7243,-964,-7484
7243,-1035,-7501
7263,-1088,-7484
7295,-1152,-7419
7316,-1185,-7419
7338,-1234,-7390
7351,-1365,-7409
7398,-1455,-7426
7447,-1590,-7421
7500,-1720,-7435
7531,-1842,-7458
7518,-1965,-7470
7528,-2059,-7446
7515,-2144,-7423
7531,-2185,-7375
7546,-2228,-7365
7561,-2279,-7389
7580,-2367,-7402
7571,-2462,-7420
7584,-2565,-7390
7563,-2631,-7370
7571,-2654,-7351
7563,-2670,-7359
7548,-2680,-7390
7537,-2699,-7388
7552,-2708,-7429
7552,-2738,-7434
7571,-2738,-7418
7571,-2744,-7444
7554,-2789,-7438
7535,-2824,-7455
7503,-2860,-7445
7520,-2909,-7427
7522,-2922,-7417
7530,-2965,-7373
7537,-3047,-7384
7526,-3126,-7374
7507,-3222,-7366
7501,-3306,-7358
7460,-3390,-7350
7434,-3469,-7323
7411,-3550,-7326
7385,-3615,-7331
7385,-3629,-7321
7372,-3647,-7351
7363,-3647,-7366
7380,-3632,-7400
7357,-3657,-7421
7353,-3702,-7392
7336,-3752,-7371
7305,-3814,-7354
7297,-3863,-7333
7275,-3891,-7372
7246,-3908,-7351
7239,-3921,-7336
7241,-3932,-7313
7254,-3989,-7308
7231,-4030,-7332
7216,-4097,-7365
7177,-4185,-7409
7138,-4262,-7428
7113,-4345,-7430
7063,-4395,-7421
7038,-4424,-7412
7012,-4437,-7423
6993,-4442,-7420
6999,-4461,-7443
6971,-4500,-7449
6948,-4592,-7429
6864,-4669,-7421
6789,-4780,-7415
6703,-4887,-7394
6596,-5020,-7384
6493,-5160,-7372
6376,-5280,-7385
6258,-5376,-7390
6108,-5455,-7406
5970,-5541,-7407
5820,-5627,-7382
5681,-5693,-7367
5565,-5779,-7372
5416,-5839,-7365
5266,-5888,-7373
5096,-5985,-7402
4914,-6032,-7405
4687,-6109,-7429
4548,-6119,-7451
4410,-6137,-7431
4273,-6150,-7430
4044,-6154,-7452
3903,-6169,-7448
3727,-6162,-7453
3592,-6154,-7440
3448,-6171,-7443
3296,-6128,-7448
3198,-6096,-7464
3063,-6049,-7488
3005,-6025,-7499
2975,-6027,-7506
2947,-6034,-7473
2908,-6000,-7458
2853,-5978,-7454
2763,-5946,-7469
2690,-5922,-7489
2608,-5920,-7509
2565,-5890,-7523
2518,-5882,-7490
2476,-5875,-7491
2446,-5850,-7478
2396,-5835,-7502
2323,-5790,-7531
2289,-5762,-7509
2259,-5740,-7516
2251,-5714,-7477
2263,-5712,-7455
2251,-5719,-7440
2255,-5736,-7418
2266,-5753,-7433
2259,-5755,-7445
2276,-5729,-7448
2263,-5695,-7465
2259,-5663,-7464
2225,-5655,-7450
2199,-5652,-7454
2175,-5654,-7440
2146,-5669,-7430
2178,-5689,-7466
2210,-5714,-7463
2212,-5727,-7463
2205,-5721,-7456
2171,-5704,-7464
2122,-5676,-7448
2083,-5642,-7430
2019,-5627,-7433
1983,-5624,-7438
1953,-5631,-7468
1968,-5629,-7464
1935,-5603,-7431
1918,-5565,-7422
1876,-5522,-7414
1743,-5425,-7446
1640,-5337,-7490
1509,-5220,-7516
1419,-5147,-7517
1316,-5065,-7514
1252,-5016,-7520
1196,-4979,-7513
1132,-4890,-7514
1076,-4797,-7527
995,-4703,-7503
939,-4605,-7523
875,-4500,-7529
750,-4350,-7537
723,-4229,-7560
675,-4178,-7552
665,-4120,-7524
648,-4105,-7557
616,-4071,-7550
585,-4015,-7559
556,-3957,-7588
519,-3867,-7563
495,-3797,-7580
468,-3675,-7607
401,-3638,-7621
363,-3587,-7618
345,-3537,-7597
322,-3460,-7606
298,-3353,-7603
268,-3246,-7641
247,-2985,-7627
215,-2817,-7656
217,-2642,-7650
215,-2528,-7654
196,-2487,-7645
187,-2457,-7641
196,-2434,-7595
202,-2370,-7612
200,-2284,-7635
217,-2185,-7632
228,-2067,-7658
256,-1999,-7675
268,-1975,-7680
251,-1956,-7670
241,-1935,-7688
206,-1907,-7675
204,-1868,-7682
206,-1836,-7722
198,-1802,-7706
217,-1800,-7702
208,-1797,-7676
215,-1787,-7645
226,-1797,-7639
247,-1767,-7653
262,-1774,-7633
266,-1770,-7614
255,-1739,-7607
271,-1686,-7574
298,-1604,-7587
309,-1510,-7610
346,-1390,-7639
354,-1300,-7658
363,-1247,-7649
375,-1195,-7655
401,-1139,-7652
459,-972,-7654
502,-880,-7684
541,-794,-7677
568,-732,-7708
603,-642,-7697
661,-572,-7701
676,-550,-7713
688,-552,-7698
712,-539,-7696
710,-524,-7711
727,-473,-7723
761,-402,-7718
787,-362,-7735
830,-319,-7680
862,-274,-7671
905,-220,-7660
984,-107,-7641
1018,-70,-7678
1046,-23,-7686
1068,-4,-7716
1104,31,-7675
1166,116,-7691
1196,150,-7694
1239,178,-7733
1305,234,-7685
1353,264,-7672
1389,316,-7648
1438,335,-7658
1530,397,-7658
1646,474,-7692
1719,523,-7700
1785,579,-7708
1828,607,-7760
1884,635,-7743
1938,673,-7721
2011,714,-7682
2064,740,-7683
2137,776,-7651
2184,808,-7653
2263,881,-7620
2383,916,-7647
2463,963,-7652
2527,1005,-7642
2580,1029,-7651
2628,1044,-7662
2656,1046,-7695
2711,1076,-7678
2767,1123,-7657
2833,1132,-7663
2891,1125,-7707
2934,1134,-7718
2992,1140,-7729
3046,1156,-7674
3078,1175,-7651
3108,1181,-7613
3118,1190,-7608
3165,1186,-7600
3247,1185,-7603
3318,1170,-7621
3399,1185,-7626
3498,1209,-7636
3568,1222,-7644
3637,1246,-7652
3690,1245,-7685
3721,1252,-7668
3785,1233,-7668
3905,1228,-7669
4053,1192,-7665
4130,1173,-7680
4237,1173,-7663
4288,1179,-7648
4357,1170,-7653
4434,1149,-7653
4516,1141,-7655
4640,1100,-7647
4740,1096,-7615
4822,1055,-7609
4929,1027,-7584
5100,971,-7603
5210,941,-7610
5310,901,-7628
5385,855,-7621
5501,823,-7595
5572,778,-7586
5625,746,-7565
5647,727,-7557
5737,676,-7557
5848,601,-7569
5941,526,-7570
6020,450,-7555
6035,436,-7590
6041,414,-7572
6030,423,-7560
6039,416,-7565
6031,412,-7546
6031,429,-7553
6041,435,-7541
6026,444,-7534
6063,446,-7485
6056,436,-7515
6067,438,-7541
6067,425,-7568
6063,427,-7609
6061,427,-7601
6086,412,-7601
6110,386,-7576
6228,303,-7587
6315,221,-7582
6371,165,-7593
6354,151,-7617
6388,131,-7609
6403,135,-7623
6431,103,-7569
6468,65,-7545
6485,43,-7561
6480,65,-7527
6485,61,-7531
6506,41,-7539
6525,16,-7521
6553,-40,-7537
6571,-83,-7537
6622,-120,-7534
6650,-134,-7532
6673,-171,-7509
6729,-244,-7544
6781,-291,-7553
6853,-357,-7568
6879,-390,-7558
6928,-437,-7532
6967,-494,-7519
7003,-552,-7487
7044,-638,-7506
7055,-702,-7493
7072,-762,-7484
7100,-820,-7501
7140,-912,-7458
7166,-975,-7478
7201,-1065,-7495
7239,-1184,-7461
7293,-1300,-7438
7331,-1416,-7392
7380,-1530,-7445
7441,-1720,-7429
7456,-1842,-7418
7462,-2054,-7380
7470,-2134,-7393
7477,-2196,-7388
7488,-2260,-7405
7513,-2335,-7391
7524,-2380,-7404
7535,-2455,-7387
7541,-2509,-7378
7539,-2650,-7397
7556,-2708,-7394
7545,-2790,-7406
7556,-2880,-7426
7552,-2931,-7391
7560,-2957,-7368
7543,-3025,-7386
7509,-3059,-7395
7488,-3094,-7431
7464,-3203,-7435
7483,-3295,-7425
7488,-3394,-7403
7471,-3563,-7404
7410,-3672,-7412
7372,-3799,-7397
7325,-3929,-7402
7293,-4043,-7422
7273,-4086,-7408
7237,-4110,-7413
7235,-4107,-7383
7235,-4105,-7342
7224,-4112,-7354
7222,-4101,-7384
7216,-4120,-7414
7192,-4131,-7404
7170,-4176,-7390
7138,-4242,-7374
7149,-4279,-7398
7076,-4395,-7399
6982,-4547,-7420
6851,-4718,-7416
6718,-4883,-7420
6519,-5114,-7381
6378,-5277,-7377
6189,-5410,-7381
5919,-5610,-7391
5694,-5715,-7391
5501,-5826,-7390
5238,-5948,-7390
5103,-5991,-7397
5015,-6012,-7387
4886,-6036,-7398
4736,-6089,-7403
4621,-6156,-7403
4481,-6190,-7397
4383,-6203,-7426
4278,-6218,-7455
4121,-6209,-7446
4029,-6205,-7424
3933,-6201,-7425
3817,-6224,-7432
3714,-6214,-7414
3611,-6224,-7457
3506,-6177,-7451
3436,-6177,-7474
3442,-6175,-7462
3395,-6194,-7441
3431,-6194,-7433
3418,-6194,-7433
3416,-6180,-7452
3365,-6182,-7460
3356,-6167,-7489
3311,-6160,-7509
3313,-6171,-7513
3322,-6167,-7505
3331,-6190,-7490
3316,-6195,-7484
3273,-6190,-7458
3155,-6128,-7461
3073,-6105,-7424
3005,-6045,-7450
2917,-6023,-7466
2870,-6019,-7486
2863,-6023,-7490
2846,-6045,-7497
2829,-6029,-7478
2769,-6002,-7538
2688,-5970,-7524
2611,-5954,-7540
2510,-5903,-7479
2450,-5901,-7495
2439,-5880,-7502
2422,-5862,-7533
2396,-5839,-7539
2353,-5811,-7506
2304,-5772,-7472
2280,-5760,-7464
2242,-5747,-7493
2210,-5742,-7506
2148,-5725,-7513
2124,-5723,-7483
2124,-5736,-7510
2086,-5699,-7510
2077,-5650,-7508
2040,-5616,-7508
1983,-5614,-7532
1955,-5609,-7539
1933,-5603,-7506
1910,-5575,-7491
1886,-5539,-7501
1865,-5537,-7523
1818,-5500,-7530
1807,-5492,-7522
1781,-5472,-7527
1717,-5438,-7511
1636,-5387,-7519
1524,-5320,-7511
1460,-5275,-7514
1396,-5209,-7517
1308,-5134,-7527
1239,-5070,-7522
1151,-4990,-7558
1018,-4874,-7584
943,-4772,-7601
858,-4647,-7616
783,-4564,-7592
733,-4457,-7586
641,-4274,-7611
564,-4110,-7634
478,-3960,-7645
440,-3857,-7632
373,-3737,-7646
328,-3552,-7643
290,-3413,-7654
256,-3192,-7674
198,-3021,-7669
159,-2879,-7691
155,-2655,-7714
151,-2526,-7744
168,-2406,-7734
155,-2241,-7721
178,-2138,-7691
181,-1934,-7704
213,-1815,-7702
223,-1658,-7750
270,-1534,-7737
307,-1420,-7757
386,-1249,-7776
431,-1124,-7750
453,-1028,-7749
476,-934,-7701
465,-893,-7718
500,-831,-7727
523,-771,-7695
549,-722,-7690
601,-664,-7687
628,-653,-7750
648,-602,-7766
671,-585,-7781
675,-563,-7694
705,-524,-7669
736,-482,-7687
763,-400,-7718
798,-347,-7782
815,-310,-7793
883,-239,-7805
930,-164,-7764
1001,-83,-7741
1063,1,-7726
1108,50,-7724
1140,93,-7731
1173,125,-7725
1243,172,-7744
1299,208,-7754
1335,256,-7761
1389,352,-7745
1411,380,-7702
1451,403,-7678
1486,418,-7661
1505,438,-7702
1539,466,-7719
1550,465,-7719
1582,483,-7718
1608,496,-7710
1638,519,-7735
1674,541,-7723
1685,558,-7714
1738,603,-7660
1771,622,-7662
1815,624,-7665
1833,626,-7688
1841,630,-7688
1843,650,-7675
1876,684,-7651
1916,710,-7676
1976,744,-7685
2051,795,-7675
2071,815,-7689
2094,836,-7680
2111,853,-7684
2143,851,-7691
2160,843,-7694
2188,841,-7701
2220,851,-7671
2285,873,-7654
2340,871,-7645
2360,866,-7675
2355,871,-7675
2362,883,-7728
2405,933,-7717
2469,967,-7704
2533,995,-7695
2595,1012,-7709
2675,1020,-7704
2746,1035,-7713
2861,1072,-7710
3024,1110,-7671
3146,1130,-7677
3243,1138,-7717
3354,1153,-7729
3450,1186,-7712
3555,1194,-7657
3658,1201,-7644
3695,1205,-7678
3746,1201,-7677
3768,1183,-7716
3787,1186,-7714
3858,1173,-7732
3995,1186,-7692
4110,1188,-7675
4228,1188,-7658
4350,1186,-7646
4389,1166,-7631
4413,1164,-7634
4458,1170,-7641
4635,1130,-7680
4815,1081,-7668
4998,1018,-7648
5210,916,-7637
5255,885,-7622
5272,903,-7651
5259,903,-7647
5276,903,-7662
5341,871,-7651
5463,849,-7609
5576,806,-7593
5668,753,-7552
5805,660,-7565
5863,624,-7561
5938,581,-7583
5945,560,-7554
5958,541,-7573
5998,502,-7559
6136,371,-7587
6268,270,-7570
6418,138,-7552
6476,95,-7557
6474,46,-7546
6493,50,-7539
6517,16,-7514
6560,-10,-7540
6598,-53,-7547
6618,-85,-7560
6682,-145,-7523
6716,-192,-7514
6759,-250,-7525
6800,-302,-7496
6830,-302,-7515
6845,-300,-7485
6841,-306,-7507
6858,-334,-7496
6877,-402,-7524
6909,-479,-7523
6935,-529,-7539
6997,-604,-7532
7025,-647,-7512
7068,-694,-7512
7076,-722,-7490
7087,-780,-7485
7100,-831,-7478
7140,-895,-7458
7190,-957,-7443
7254,-1080,-7427
7276,-1133,-7444
7291,-1223,-7469
7310,-1270,-7492
7338,-1317,-7486
7355,-1392,-7477
7383,-1440,-7478
7408,-1577,-7475
7432,-1658,-7472
7470,-1789,-7480
7483,-1892,-7484
7490,-1934,-7442
7503,-2007,-7448
7530,-2046,-7438
7520,-2089,-7425
7528,-2175,-7412
7524,-2241,-7392
7539,-2307,-7364
7545,-2378,-7366
7524,-2432,-7387
7513,-2554,-7420
7520,-2624,-7434
7518,-2676,-7417
7533,-2774,-7420
7522,-2864,-7389
7513,-2959,-7347
7490,-3038,-7349
7507,-3128,-7341
7509,-3186,-7331
7471,-3255,-7338
7460,-3342,-7405
7453,-3383,-7413
7453,-3450,-7424
7434,-3540,-7415
7402,-3623,-7400
7389,-3715,-7380
7376,-3765,-7363
7366,-3818,-7338
7336,-3857,-7344
7320,-3932,-7339
7258,-4037,-7329
7207,-4097,-7358
7155,-4185,-7353
7158,-4238,-7355
7121,-4292,-7346
7093,-4354,-7353
7072,-4392,-7347
7055,-4482,-7334
7008,-4542,-7337
6952,-4620,-7352
6883,-4714,-7382
6855,-4748,-7372
6808,-4793,-7374
6778,-4797,-7337
6765,-4825,-7304
6746,-4842,-7309
6729,-4877,-7336
6656,-4932,-7363
6573,-5035,-7367
6508,-5121,-7386
6380,-5245,-7413
6318,-5297,-7409
6258,-5344,-7397
6247,-5361,-7397
6241,-5378,-7413
6234,-5384,-7405
6208,-5376,-7399
6183,-5384,-7410
6168,-5415,-7430
6118,-5474,-7448
6080,-5489,-7460
6003,-5535,-7440
5981,-5550,-7429
5975,-5571,-7404
5953,-5582,-7400
5936,-5599,-7390
5891,-5599,-7401
5865,-5629,-7403
5778,-5665,-7373
5756,-5689,-7351
5685,-5729,-7380
5651,-5753,-7373
5600,-5774,-7360
5572,-5804,-7376
5551,-5790,-7368
5548,-5774,-7383
5565,-5764,-7413
5488,-5834,-7458
5443,-5860,-7417
5311,-5929,-7404
5236,-5961,-7394
5075,-6004,-7424
4921,-6060,-7421
4657,-6115,-7416
4490,-6139,-7422
4325,-6137,-7428
4260,-6160,-7393
4256,-6182,-7390
4267,-6195,-7386
4246,-6197,-7398
4209,-6199,-7425
4186,-6209,-7418
4156,-6192,-7433
4168,-6194,-7447
4209,-6175,-7458
4267,-6160,-7449
4284,-6154,-7419
4293,-6143,-7417
4333,-6145,-7399
4368,-6124,-7382
4406,-6128,-7382
4449,-6130,-7396
4458,-6135,-7426
4490,-6113,-7418
4522,-6094,-7409
4528,-6105,-7417
4554,-6122,-7424
4569,-6128,-7432
4558,-6122,-7417
4563,-6128,-7417
4575,-6105,-7397
4573,-6100,-7405
4563,-6087,-7423
4526,-6096,-7428
4513,-6124,-7433
4464,-6139,-7378
4428,-6137,-7374
4355,-6135,-7390
4293,-6149,-7408
4201,-6150,-7435
4081,-6165,-7452
3995,-6173,-7453
3838,-6205,-7435
3716,-6197,-7443
3600,-6192,-7445
3457,-6173,-7457
3333,-6135,-7470
3150,-6119,-7469
3045,-6094,-7451
2921,-6090,-7442
2750,-6012,-7498
2632,-5978,-7517
2452,-5895,-7533
2347,-5843,-7522
2193,-5764,-7492
2120,-5740,-7495
2081,-5738,-7493
2073,-5742,-7541
2098,-5719,-7578
2081,-5691,-7577
2045,-5672,-7589
1968,-5646,-7555
1921,-5609,-7566
1873,-5560,-7561
1828,-5524,-7568
1800,-5513,-7550
1715,-5425,-7590
1593,-5335,-7600
1535,-5288,-7604
1443,-5250,-7566
1381,-5207,-7543
1323,-5144,-7549
1314,-5065,-7581
1310,-5039,-7603
1258,-5003,-7606
1196,-4889,-7593
1018,-4757,-7595
855,-4574,-7628
776,-4532,-7666
744,-4440,-7679
733,-4399,-7667
718,-4315,-7649
646,-4236,-7655
633,-4204,-7648
622,-4137,-7646
592,-4060,-7643
556,-4011,-7631
528,-4028,-7658
511,-3994,-7661
489,-3960,-7713
451,-3805,-7704
448,-3752,-7700
412,-3653,-7675
384,-3627,-7709
354,-3546,-7706
331,-3480,-7730
294,-3375,-7702
292,-3300,-7707
266,-3270,-7676
255,-3263,-7691
226,-3242,-7695
226,-3184,-7719
225,-3094,-7697
206,-3002,-7724
196,-2959,-7705
172,-2897,-7722
165,-2837,-7717
168,-2805,-7731
163,-2706,-7720
168,-2642,-7741
163,-2560,-7754
159,-2511,-7785
151,-2477,-7762
151,-2453,-7765
136,-2453,-7776
159,-2429,-7752
161,-2361,-7739
172,-2282,-7711
166,-2130,-7728
185,-2007,-7709
200,-1947,-7703
221,-1885,-7704
240,-1759,-7693
238,-1682,-7695
245,-1542,-7713
277,-1439,-7712
322,-1264,-7728
388,-1110,-7764
421,-1009,-7757
493,-835,-7755
541,-728,-7716
562,-657,-7751
588,-614,-7723
603,-554,-7736
667,-497,-7718
761,-383,-7777
817,-274,-7825
830,-224,-7839
851,-164,-7821
864,-139,-7828
900,-100,-7792
960,-30,-7800
1005,18,-7765
1070,88,-7735
1110,123,-7767
1119,125,-7793
1162,123,-7792
1173,136,-7776
1211,176,-7798
1231,249,-7825
1331,318,-7807
1353,339,-7794
1372,350,-7794
1381,358,-7778
1380,352,-7786
1385,390,-7758
1374,393,-7762
1404,438,-7753
1468,459,-7755
1516,491,-7768
1545,523,-7781
1578,568,-7780
1595,564,-7791
1625,611,-7758
1666,654,-7764
1726,688,-7748
1760,705,-7776
1824,712,-7786
1845,731,-7801
1955,768,-7772
2135,866,-7780
2409,1023,-7805
2516,1078,-7805
2578,1098,-7792
2615,1089,-7780
2668,1104,-7783
2769,1138,-7758
2836,1162,-7771
2934,1183,-7755
2970,1185,-7790
2951,1183,-7803
2940,1185,-7791
2940,1231,-7764
2994,1243,-7769
3090,1265,-7760
3217,1256,-7739
3230,1265,-7739
3255,1261,-7732
3245,1258,-7747
3270,1248,-7743
3258,1246,-7752
3281,1245,-7769
3358,1256,-7745
3435,1280,-7701
3549,1318,-7695
3624,1318,-7694
3690,1295,-7716
3770,1284,-7689
3885,1291,-7713
4051,1288,-7782
4126,1273,-7774
4275,1231,-7747
4423,1228,-7699
4516,1220,-7679
4648,1201,-7686
4719,1153,-7677
4914,1132,-7687
5062,1065,-7690
5270,993,-7659
5390,945,-7618
5587,870,-7591
5696,789,-7570
5778,721,-7626
5855,652,-7595
5906,618,-7612
5911,605,-7595
5932,613,-7601
5923,609,-7582
5936,622,-7560
5934,609,-7582
5941,607,-7617
5962,603,-7601
5992,588,-7590
6022,571,-7571
6024,556,-7594
6013,558,-7621
6001,573,-7632
6001,592,-7624
5988,590,-7616
5960,568,-7613
5955,551,-7576
5979,525,-7581
6005,536,-7569
6005,536,-7626
6018,551,-7624
6069,515,-7610
6121,438,-7644
6198,384,-7631
6268,300,-7606
6326,264,-7587
6386,247,-7640
6397,240,-7632
6420,243,-7579
6427,210,-7554
6448,185,-7551
6474,112,-7578
6485,97,-7574
6491,129,-7581
6491,148,-7585
6498,150,-7562
6506,114,-7552
6496,99,-7552
6500,91,-7538
6510,86,-7504
6530,82,-7496
6549,90,-7484
6581,76,-7503
6615,31,-7463
6658,-38,-7513
6690,-64,-7521
6723,-92,-7524
6765,-134,-7492
6781,-164,-7471
6828,-218,-7459
6903,-364,-7478
6978,-437,-7493
7036,-450,-7524
7066,-516,-7495
7115,-608,-7486
7141,-711,-7433
7215,-852,-7466
7260,-947,-7513
7291,-992,-7496
7308,-1047,-7466
7308,-1105,-7464
7325,-1202,-7464
7350,-1292,-7478
7357,-1356,-7450
7372,-1472,-7479
7419,-1587,-7463
7445,-1677,-7507
7481,-1694,-7469
7498,-1770,-7456
7511,-1819,-7408
7526,-1860,-7418
7522,-1889,-7400
7507,-1896,-7411
7485,-1922,-7432
7496,-1922,-7472
7515,-1909,-7479
7516,-1900,-7468
7515,-1864,-7459
7513,-1868,-7459
7541,-1860,-7429
7548,-1870,-7444
7526,-1872,-7418
7530,-1913,-7426
7528,-1941,-7446
7548,-1973,-7440
7550,-1956,-7410
7516,-1964,-7406
7516,-1979,-7383
7541,-2042,-7400
7593,-2142,-7384
7590,-2277,-7392
7578,-2339,-7424
7560,-2369,-7452
7530,-2363,-7444
7535,-2427,-7420
7509,-2624,-7382
7530,-2805,-7327
7503,-3040,-7320
7494,-3205,-7351
7455,-3267,-7350
7451,-3300,-7355
7440,-3330,-7360
7387,-3420,-7382
7361,-3585,-7425
7171,-4049,-7412
6999,-4386,-7379
6802,-4718,-7390
6735,-4853,-7410
6761,-4808,-7413
6753,-4840,-7384
6695,-4881,-7379
6676,-4898,-7342
6680,-4885,-7345
6658,-4913,-7342
6633,-4928,-7363
6588,-4984,-7380
6553,-5007,-7403
6553,-5025,-7401
6570,-5052,-7386
6556,-5080,-7379
6493,-5136,-7420
6382,-5241,-7421
6305,-5333,-7421
6258,-5344,-7408
6243,-5337,-7403
6230,-5346,-7404
6215,-5380,-7357
6185,-5387,-7369
6170,-5372,-7387
6172,-5391,-7414
6135,-5432,-7427
5998,-5519,-7428
5853,-5609,-7430
5765,-5657,-7398
5602,-5807,-7422
5416,-5864,-7418
5328,-5922,-7414
5255,-5972,-7416
5231,-5982,-7424
5203,-5978,-7424
5178,-5969,-7388
5098,-6025,-7368
4933,-6077,-7431
4770,-6117,-7486
4556,-6139,-7507
4370,-6173,-7466
4230,-6207,-7446
4106,-6192,-7490
3930,-6222,-7464
3796,-6205,-7450
3594,-6224,-7439
3397,-6192,-7478
3191,-6167,-7485
3024,-6162,-7479
2915,-6149,-7500
2748,-6059,-7481
2623,-5970,-7480
2523,-5924,-7484
2431,-5925,-7539
2409,-5929,-7572
2405,-5914,-7553
2405,-5910,-7556
2403,-5899,-7538
2400,-5931,-7550
2415,-5931,-7595
2416,-5910,-7568
2433,-5916,-7574
2418,-5924,-7554
2482,-5961,-7565
2557,-5989,-7554
2578,-5974,-7548
2583,-5967,-7499
2576,-5965,-7514
2589,-5978,-7510
2576,-5959,-7570
2563,-5950,-7554
2574,-5957,-7518
2587,-5982,-7499
2570,-5967,-7503
2566,-5974,-7533
2542,-5965,-7553
2467,-5937,-7564
2368,-5858,-7560
2319,-5828,-7559
2257,-5800,-7570
2253,-5819,-7548
2259,-5843,-7526
2259,-5830,-7534
2251,-5785,-7569
2152,-5732,-7544
2101,-5723,-7548
2025,-5730,-7535
1993,-5725,-7560
2002,-5699,-7553
2013,-5667,-7555
1981,-5640,-7544
1940,-5605,-7581
1852,-5580,-7559
1822,-5552,-7566
1790,-5530,-7562
1723,-5504,-7582
1651,-5444,-7611
1590,-5357,-7612
1561,-5312,-7611
1492,-5256,-7644
1458,-5254,-7634
1404,-5247,-7649
1365,-5232,-7653
1351,-5170,-7636
1342,-5134,-7587
1284,-5102,-7571
1269,-5091,-7564
1226,-5044,-7585
1233,-5046,-7619
1205,-5044,-7631
1164,-5012,-7630
1128,-4941,-7614
1083,-4851,-7578
1016,-4774,-7581
898,-4647,-7613
873,-4596,-7656
853,-4547,-7632
825,-4512,-7651
780,-4485,-7657
796,-4437,-7655
800,-4412,-7643
776,-4384,-7632
729,-4339,-7635
712,-4298,-7637
697,-4257,-7641
680,-4266,-7645
669,-4253,-7651
693,-4260,-7660
710,-4259,-7684
716,-4184,-7712
673,-4167,-7702
635,-4159,-7679
579,-4159,-7672
562,-4148,-7643
562,-4110,-7668
541,-4041,-7674
465,-3899,-7666
418,-3767,-7659
375,-3655,-7646
354,-3507,-7682
324,-3473,-7681
277,-3428,-7696
277,-3321,-7696
243,-3233,-7687
206,-3100,-7656
193,-3049,-7708
189,-3021,-7711
196,-3014,-7733
213,-3025,-7692
232,-2991,-7717
217,-2920,-7704
183,-2832,-7743
151,-2738,-7725
150,-2654,-7722
142,-2580,-7724
121,-2549,-7746
131,-2481,-7691
135,-2442,-7697
144,-2391,-7676
120,-2370,-7737
133,-2327,-7719
155,-2194,-7757
163,-2010,-7751
159,-1847,-7779
183,-1677,-7782
193,-1598,-7770
210,-1564,-7728
228,-1499,-7711
